Time,Vultures,Jackals,Hyenas,Lions,Carrion 2,Log10Carrion2,JackalRemovalRate2,HyenaRemovalRate2,LionRemovalRate2,DecayRate2
2677.878788,0.051186079,0.539325239,0.224401882,0.049452784,1.286832245,0.109521935,1.048708759,0.94094305,0.18030331,0.090078257
2856.868687,0.049291212,0.538931241,0.225401244,0.049391776,1.281167229,0.107605821,1.046195083,0.944634574,0.179518619,0.089681706
3035.858586,0.047466492,0.538575295,0.226303659,0.049336165,1.276078995,0.10587756,1.043927319,0.947963254,0.178810822,0.08932553
3214.848485,0.045709321,0.538254022,0.227117824,0.049285568,1.271510382,0.10431991,1.041883017,0.950962553,0.178172875,0.089005727
3393.838384,0.044017199,0.537964284,0.227851795,0.049239607,1.267409587,0.102916988,1.040041461,0.953663283,0.177598278,0.088718671
3572.828283,0.042387718,0.537703182,0.228513004,0.049197918,1.263729723,0.1016542,1.038383605,0.956093722,0.177081057,0.088461081
3751.818182,0.040818559,0.537468044,0.229108287,0.049160153,1.260428402,0.100518181,1.036891981,0.958279756,0.176615735,0.088229988
3930.808081,0.039307489,0.537256417,0.229643909,0.049125981,1.25746734,0.099496714,1.035550614,0.96024502,0.17619731,0.088022714
4109.79798,0.037852358,0.537066055,0.230125602,0.049095093,1.254811997,0.098578662,1.034344929,0.962011051,0.175821221,0.08783684
4288.787879,0.036451095,0.536894904,0.230558596,0.049067198,1.25243123,0.097753888,1.033261652,0.963597434,0.175483316,0.087670186
4467.777778,0.035101705,0.536741094,0.230947651,0.049042029,1.250296987,0.097013184,1.03228872,0.965021949,0.175179826,0.087520789
4646.767677,0.033802268,0.536602923,0.231297096,0.049019335,1.248384011,0.096348198,1.031415186,0.966300715,0.174907332,0.087386881
4825.757576,0.032550936,0.536478844,0.231610858,0.048998888,1.246669581,0.095751363,1.03063113,0.967448323,0.174662739,0.087266871
5004.747475,0.031345927,0.536367457,0.231892496,0.048980475,1.245133263,0.095215835,1.029927577,0.968477968,0.174443247,0.087159328
5183.737374,0.030185526,0.536267491,0.23214523,0.048963904,1.243756693,0.094735431,1.029296414,0.969401569,0.174246324,0.087062969
5362.727273,0.029068082,0.536177798,0.232371971,0.048948998,1.242523371,0.094304566,1.028730314,0.97022988,0.174069688,0.086976636
5541.717172,0.027992005,0.536097341,0.232575349,0.048935597,1.241418478,0.093918205,1.028222669,0.970972598,0.173911279,0.086899293
5720.707071,0.026955764,0.536025185,0.232757735,0.048923552,1.240428713,0.093571811,1.027767521,0.971638461,0.173769239,0.08683001
5899.69697,0.025957884,0.535960483,0.232921267,0.04891273,1.239542136,0.093261294,1.027359505,0.972235334,0.173641897,0.086767949
6078.686869,0.024996944,0.535902477,0.233067871,0.048903012,1.238748033,0.092982978,1.02699379,0.972770296,0.173527748,0.086712362
6257.676768,0.024071577,0.53585048,0.233199281,0.048894286,1.238036797,0.092733553,1.026666032,0.973249714,0.173425437,0.086662576
6436.666667,0.023180467,0.535803877,0.233317056,0.048886454,1.237399808,0.092510044,1.026372324,0.973679308,0.173333748,0.086617987
6615.656566,0.022322345,0.535762112,0.2334226,0.048879426,1.236829338,0.092309778,1.026109154,0.974064222,0.173251585,0.086578054
6794.646465,0.02149599,0.535724688,0.233517173,0.04887312,1.23631846,0.092130354,1.025873369,0.974409073,0.173177966,0.086542292
6973.636364,0.020700226,0.535691156,0.233601908,0.048867464,1.235860963,0.091969615,1.025662135,0.974718008,0.173112008,0.086510267
7152.626263,0.019933921,0.535661114,0.233677822,0.048862392,1.235451282,0.091825624,1.025472909,0.974994748,0.173052917,0.08648159
7331.616162,0.019195983,0.535634201,0.233745828,0.048857844,1.235084427,0.091696646,1.02530341,0.975242635,0.172999983,0.08645591
7510.606061,0.018485363,0.535610093,0.233806746,0.048853767,1.23475593,0.09158112,1.025151589,0.975464664,0.172952567,0.086432915
7689.59596,0.01780105,0.535588498,0.233861312,0.048850112,1.234461786,0.09147765,1.025015609,0.975663524,0.172910096,0.086412325
7868.585859,0.01714207,0.535569156,0.233910185,0.048846836,1.234198407,0.091384981,1.024893823,0.975841623,0.172872057,0.086393888
8047.575758,0.016507484,0.535551833,0.233953958,0.0488439,1.233962579,0.091301989,1.024784755,0.976001124,0.172837987,0.086377381
8226.565657,0.015896391,0.535536318,0.23399316,0.04884127,1.233751423,0.091227667,1.024687078,0.976143963,0.172807475,0.0863626
8405.555556,0.015307919,0.535522424,0.234028268,0.048838913,1.233562361,0.091161109,1.024599607,0.976271878,0.172780149,0.086349365
8584.545455,0.014741233,0.53550998,0.234059709,0.048836801,1.233393082,0.091101508,1.024521277,0.976386424,0.172755678,0.086337516
8763.535354,0.014195524,0.535498837,0.234087864,0.048834909,1.233241519,0.091048137,1.024451135,0.976488995,0.172733764,0.086326906
8942.525253,0.013670017,0.535488859,0.234113077,0.048833214,1.233105818,0.091000347,1.024388327,0.976580842,0.172714141,0.086317407
9121.515152,0.013163964,0.535479924,0.234135653,0.048831696,1.23298432,0.090957554,1.024332086,0.976663085,0.172696569,0.086308902
9300.505051,0.012676645,0.535471923,0.23415587,0.048830336,1.232875539,0.090919236,1.024281727,0.976736726,0.172680834,0.086301288
9479.494949,0.012207366,0.535464759,0.234173971,0.048829118,1.232778146,0.090884927,1.024236636,0.976802664,0.172666745,0.08629447
9658.484848,0.011755459,0.535458344,0.23419018,0.048828027,1.232690948,0.090854207,1.024196262,0.976861703,0.172654129,0.086288366
9837.474747,0.011320282,0.5354526,0.234204693,0.04882705,1.232612878,0.090826701,1.024160112,0.976914566,0.172642833,0.086282901
10016.46465,0.010901214,0.535447457,0.234217688,0.048826175,1.232542982,0.090802073,1.024127745,0.976961897,0.172632719,0.086278009
10195.45455,0.01049766,0.535442852,0.234229323,0.048825392,1.232480404,0.090780023,1.024098765,0.977004275,0.172623663,0.086273628
10374.44444,0.010109045,0.535438729,0.234239741,0.04882469,1.232424377,0.09076028,1.024072818,0.977042218,0.172615554,0.086269706
10553.43434,0.009734817,0.535435037,0.234249068,0.048824062,1.232374217,0.090742604,1.024049586,0.977076189,0.172608295,0.086266195
10732.42424,0.009374442,0.535431732,0.234257419,0.048823499,1.232329308,0.090726777,1.024028786,0.977106605,0.172601795,0.086263052
10911.41414,0.009027407,0.535428773,0.234264896,0.048822995,1.232289102,0.090712608,1.024010163,0.977133837,0.172595975,0.086260237
11090.40404,0.00869322,0.535426123,0.234271591,0.048822544,1.232253106,0.090699921,1.02399349,0.977158218,0.172590764,0.086257717
11269.39394,0.008371404,0.535423751,0.234277584,0.04882214,1.232220878,0.090688563,1.023978562,0.977180047,0.172586099,0.086255461
11448.38384,0.008061502,0.535421627,0.234282951,0.048821778,1.232192026,0.090678394,1.023965197,0.977199591,0.172581922,0.086253442
11627.37374,0.007763071,0.535419726,0.234287755,0.048821455,1.232166195,0.090669289,1.023953231,0.977217089,0.172578183,0.086251634
11806.36364,0.007475689,0.535418023,0.234292057,0.048821165,1.232143068,0.090661138,1.023942518,0.977232754,0.172574835,0.086250015
11985.35354,0.007198945,0.535416499,0.234295908,0.048820905,1.232122364,0.09065384,1.023932927,0.97724678,0.172571837,0.086248565
12164.34343,0.006932446,0.535415134,0.234299356,0.048820673,1.232103827,0.090647307,1.02392434,0.977259337,0.172569153,0.086247268
12343.33333,0.006675812,0.535413913,0.234302443,0.048820464,1.232087232,0.090641457,1.023916652,0.977270579,0.172566751,0.086246106
12522.32323,0.006428679,0.535412819,0.234305206,0.048820278,1.232072374,0.09063622,1.023909769,0.977280644,0.172564599,0.086245066
12701.31313,0.006190695,0.53541184,0.234307681,0.048820111,1.232059073,0.090631531,1.023903606,0.977289655,0.172562673,0.086244135
12880.30303,0.00596152,0.535410963,0.234309896,0.048819962,1.232047164,0.090627333,1.023898089,0.977297723,0.172560949,0.086243301
13059.29293,0.00574083,0.535410178,0.234311879,0.048819828,1.232036502,0.090623575,1.02389315,0.977304946,0.172559405,0.086242555
13238.28283,0.005528309,0.535409475,0.234313655,0.048819708,1.232026957,0.09062021,1.023888728,0.977311412,0.172558023,0.086241887
13417.27273,0.005323655,0.535408846,0.234315245,0.048819601,1.232018412,0.090617198,1.023884769,0.977317201,0.172556786,0.086241289
13596.26263,0.005126578,0.535408283,0.234316668,0.048819505,1.232010761,0.090614501,1.023881224,0.977322384,0.172555678,0.086240753
13775.25253,0.004936796,0.535407778,0.234317942,0.048819419,1.232003912,0.090612087,1.023878051,0.977327025,0.172554687,0.086240274
13954.24242,0.00475404,0.535407327,0.234319083,0.048819342,1.23199778,0.090609925,1.02387521,0.977331179,0.172553799,0.086239845
14133.23232,0.004578049,0.535406923,0.234320104,0.048819273,1.23199229,0.09060799,1.023872667,0.977334898,0.172553004,0.08623946
14312.22222,0.004408574,0.535406561,0.234321019,0.048819212,1.231987375,0.090606257,1.023870389,0.977338228,0.172552292,0.086239116
14491.21212,0.004245372,0.535406237,0.234321837,0.048819157,1.231982974,0.090604706,1.023868351,0.97734121,0.172551655,0.086238808
14670.20202,0.004088212,0.535405947,0.23432257,0.048819107,1.231979035,0.090603317,1.023866526,0.977343878,0.172551084,0.086238532
14849.19192,0.003936869,0.535405687,0.234323226,0.048819063,1.231975508,0.090602074,1.023864892,0.977346268,0.172550574,0.086238286
15028.18182,0.00379113,0.535405455,0.234323814,0.048819023,1.23197235,0.090600961,1.023863429,0.977348407,0.172550116,0.086238065
15207.17172,0.003650785,0.535405246,0.23432434,0.048818988,1.231969524,0.090599964,1.023862119,0.977350322,0.172549707,0.086237867
15386.16162,0.003515636,0.53540506,0.23432481,0.048818956,1.231966993,0.090599072,1.023860946,0.977352037,0.172549341,0.086237689
15565.15152,0.00338549,0.535404893,0.234325232,0.048818928,1.231964727,0.090598273,1.023859897,0.977353572,0.172549012,0.086237531
15744.14141,0.003260162,0.535404744,0.234325609,0.048818902,1.231962698,0.090597558,1.023858957,0.977354946,0.172548719,0.086237389
15923.13131,0.003139473,0.53540461,0.234325947,0.048818879,1.231960882,0.090596918,1.023858115,0.977356177,0.172548456,0.086237262
16102.12121,0.003023253,0.53540449,0.23432625,0.048818859,1.231959256,0.090596345,1.023857362,0.977357278,0.17254822,0.086237148
16281.11111,0.002911334,0.535404383,0.234326521,0.048818841,1.231957801,0.090595832,1.023856688,0.977358265,0.17254801,0.086237046
16460.10101,0.002803559,0.535404287,0.234326763,0.048818824,1.231956498,0.090595372,1.023856084,0.977359147,0.172547821,0.086236955
16639.09091,0.002699774,0.535404201,0.23432698,0.04881881,1.231955331,0.090594961,1.023855543,0.977359938,0.172547652,0.086236873
16818.08081,0.00259983,0.535404124,0.234327174,0.048818797,1.231954286,0.090594593,1.023855059,0.977360646,0.172547501,0.0862368
16997.07071,0.002503587,0.535404056,0.234327348,0.048818785,1.231953351,0.090594263,1.023854626,0.977361279,0.172547365,0.086236735
17176.06061,0.002410906,0.535403994,0.234327504,0.048818774,1.231952514,0.090593968,1.023854238,0.977361846,0.172547244,0.086236676
17355.05051,0.002321656,0.535403939,0.234327643,0.048818765,1.231951765,0.090593704,1.023853891,0.977362354,0.172547135,0.086236624
17534.0404,0.00223571,0.535403889,0.234327768,0.048818757,1.231951094,0.090593467,1.02385358,0.977362809,0.172547038,0.086236577
17713.0303,0.002152946,0.535403845,0.23432788,0.048818749,1.231950493,0.090593256,1.023853302,0.977363216,0.172546951,0.086236534
17892.0202,0.002073246,0.535403806,0.23432798,0.048818742,1.231949955,0.090593066,1.023853053,0.97736358,0.172546873,0.086236497
18071.0101,0.001996496,0.53540377,0.23432807,0.048818736,1.231949473,0.090592896,1.023852829,0.977363906,0.172546804,0.086236463
18250,0.001922587,0.535403738,0.23432815,0.048818731,1.231949042,0.090592744,1.02385263,0.977364198,0.172546741,0.086236433
