Time, Vultures, Jackals, Hyenas, Lions, Carrion, Log10Carrion, JackalRemovalRate, HyenaRemovalRate, LionRemovalRate, VultureRemovalRate, DecayRate
7331.6,3.2875,0.35157,0.21907,0.050085,0.0029968,-2.5233,0.0041981,0.017607,0.00059979,1.1074,0.00020977
7510.6,3.3477,0.35153,0.21801,0.05008,0.0029241,-2.534,0.0040962,0.017104,0.0005852,1.108,0.00020468
7689.6,3.4058,0.35149,0.21701,0.050076,0.0028572,-2.5441,0.0040024,0.016642,0.00057178,1.1086,0.0002
7868.6,3.4618,0.35146,0.21605,0.050072,0.0027954,-2.5535,0.0039159,0.016216,0.0005594,1.1091,0.00019568
8047.6,3.5159,0.35142,0.21513,0.050069,0.0027384,-2.5625,0.0038359,0.015823,0.00054795,1.1096,0.00019169
8226.6,3.568,0.3514,0.21425,0.050066,0.0026855,-2.571,0.0037617,0.015458,0.00053735,1.1101,0.00018798
8405.6,3.6183,0.35137,0.21341,0.050064,0.0026364,-2.579,0.0036929,0.01512,0.0005275,1.1105,0.00018455
8584.5,3.6667,0.35134,0.2126,0.050061,0.0025907,-2.5866,0.0036288,0.014806,0.00051834,1.1109,0.00018135
8763.5,3.7135,0.35132,0.21183,0.050059,0.0025481,-2.5938,0.0035691,0.014513,0.0005098,1.1112,0.00017836
8942.5,3.7585,0.3513,0.21109,0.050058,0.0025083,-2.6006,0.0035134,0.01424,0.00050183,1.1116,0.00017558
9121.5,3.802,0.35128,0.21039,0.050056,0.0024711,-2.6071,0.0034612,0.013984,0.00049438,1.1119,0.00017298
9300.5,3.8439,0.35126,0.20971,0.050055,0.0024362,-2.6133,0.0034124,0.013746,0.0004874,1.1122,0.00017054
9479.5,3.8843,0.35124,0.20906,0.050053,0.0024035,-2.6191,0.0033666,0.013522,0.00048085,1.1125,0.00016825
9658.5,3.9232,0.35123,0.20844,0.050052,0.0023728,-2.6247,0.0033235,0.013312,0.0004747,1.1127,0.0001661
9837.5,3.9608,0.35121,0.20784,0.050051,0.002344,-2.63,0.0032831,0.013114,0.00046892,1.113,0.00016408
10016,3.9969,0.3512,0.20727,0.05005,0.0023168,-2.6351,0.003245,0.012929,0.00046348,1.1132,0.00016218
10195,4.0318,0.35118,0.20673,0.050049,0.0022912,-2.6399,0.0032091,0.012754,0.00045836,1.1134,0.00016038
10374,4.0655,0.35117,0.2062,0.050048,0.002267,-2.6445,0.0031752,0.012589,0.00045352,1.1136,0.00015869
10553,4.0979,0.35116,0.2057,0.050048,0.0022442,-2.6489,0.0031433,0.012434,0.00044895,1.1138,0.0001571
10732,4.1291,0.35115,0.20522,0.050047,0.0022227,-2.6531,0.0031131,0.012287,0.00044464,1.114,0.00015559
10911,4.1592,0.35113,0.20476,0.050046,0.0022023,-2.6571,0.0030845,0.012148,0.00044055,1.1142,0.00015416
11090,4.1883,0.35112,0.20431,0.050046,0.002183,-2.661,0.0030574,0.012017,0.00043669,1.1143,0.00015281
11269,4.2163,0.35111,0.20389,0.050045,0.0021647,-2.6646,0.0030318,0.011892,0.00043302,1.1145,0.00015153
11448,4.2432,0.3511,0.20348,0.050045,0.0021473,-2.6681,0.0030075,0.011775,0.00042955,1.1146,0.00015031
11627,4.2692,0.3511,0.20309,0.050044,0.0021308,-2.6714,0.0029844,0.011663,0.00042626,1.1148,0.00014916
11806,4.2943,0.35109,0.20271,0.050044,0.0021152,-2.6746,0.0029625,0.011557,0.00042313,1.1149,0.00014807
11985,4.3184,0.35108,0.20235,0.050043,0.0021004,-2.6777,0.0029417,0.011456,0.00042015,1.115,0.00014703
12164,4.3417,0.35107,0.202,0.050043,0.0020862,-2.6806,0.0029219,0.011361,0.00041733,1.1152,0.00014604
12343,4.3641,0.35107,0.20167,0.050043,0.0020728,-2.6834,0.0029031,0.01127,0.00041464,1.1153,0.0001451
12522,4.3858,0.35106,0.20135,0.050042,0.00206,-2.6861,0.0028852,0.011184,0.00041208,1.1154,0.0001442
12701,4.4066,0.35105,0.20105,0.050042,0.0020479,-2.6887,0.0028681,0.011101,0.00040965,1.1155,0.00014335
12880,4.4267,0.35105,0.20075,0.050041,0.0020363,-2.6912,0.0028518,0.011023,0.00040732,1.1156,0.00014254
13059,4.446,0.35104,0.20047,0.050041,0.0020252,-2.6935,0.0028364,0.010948,0.00040511,1.1157,0.00014176
13238,4.4647,0.35103,0.2002,0.050041,0.0020147,-2.6958,0.0028216,0.010877,0.000403,1.1158,0.00014103
13417,4.4827,0.35103,0.19994,0.050041,0.0020046,-2.698,0.0028075,0.01081,0.00040099,1.1158,0.00014032
13596,4.5,0.35102,0.19969,0.05004,0.001995,-2.7001,0.0027941,0.010745,0.00039907,1.1159,0.00013965
13775,4.5167,0.35102,0.19945,0.05004,0.0019859,-2.7021,0.0027812,0.010683,0.00039724,1.116,0.00013901
13954,4.5328,0.35101,0.19922,0.05004,0.0019771,-2.704,0.002769,0.010624,0.00039549,1.1161,0.0001384
14133,4.5483,0.35101,0.19899,0.05004,0.0019687,-2.7058,0.0027572,0.010568,0.00039381,1.1161,0.00013781
14312,4.5632,0.35101,0.19878,0.050039,0.0019607,-2.7076,0.002746,0.010515,0.00039221,1.1162,0.00013725
14491,4.5776,0.351,0.19858,0.050039,0.0019531,-2.7093,0.0027353,0.010463,0.00039068,1.1163,0.00013672
14670,4.5915,0.351,0.19838,0.050039,0.0019458,-2.7109,0.0027251,0.010414,0.00038922,1.1163,0.00013621
14849,4.6049,0.35099,0.19819,0.050039,0.0019388,-2.7125,0.0027153,0.010367,0.00038782,1.1164,0.00013572
15028,4.6178,0.35099,0.19801,0.050039,0.0019321,-2.714,0.0027059,0.010322,0.00038648,1.1164,0.00013525
15207,4.6302,0.35099,0.19783,0.050039,0.0019257,-2.7154,0.002697,0.010279,0.0003852,1.1165,0.0001348
15386,4.6422,0.35098,0.19767,0.050038,0.0019196,-2.7168,0.0026884,0.010238,0.00038398,1.1166,0.00013437
15565,4.6537,0.35098,0.1975,0.050038,0.0019137,-2.7181,0.0026801,0.010199,0.0003828,1.1166,0.00013396
15744,4.6648,0.35098,0.19735,0.050038,0.0019081,-2.7194,0.0026723,0.010161,0.00038168,1.1167,0.00013357
15923,4.6755,0.35097,0.1972,0.050038,0.0019027,-2.7206,0.0026647,0.010125,0.0003806,1.1167,0.00013319
16102,4.6859,0.35097,0.19706,0.050038,0.0018975,-2.7218,0.0026575,0.010091,0.00037956,1.1167,0.00013283
16281,4.6958,0.35097,0.19692,0.050038,0.0018926,-2.7229,0.0026505,0.010058,0.00037857,1.1168,0.00013248
16460,4.7054,0.35097,0.19679,0.050038,0.0018878,-2.724,0.0026439,0.010026,0.00037762,1.1168,0.00013215
16639,4.7146,0.35096,0.19666,0.050037,0.0018833,-2.7251,0.0026375,0.0099957,0.00037671,1.1169,0.00013183
16818,4.7235,0.35096,0.19654,0.050037,0.0018789,-2.7261,0.0026314,0.0099665,0.00037584,1.1169,0.00013152
16997,4.7321,0.35096,0.19642,0.050037,0.0018747,-2.7271,0.0026255,0.0099386,0.000375,1.1169,0.00013123
17176,4.7404,0.35096,0.1963,0.050037,0.0018707,-2.728,0.0026199,0.0099118,0.0003742,1.117,0.00013095
17355,4.7484,0.35096,0.19619,0.050037,0.0018669,-2.7289,0.0026145,0.0098861,0.00037343,1.117,0.00013068
17534,4.756,0.35095,0.19609,0.050037,0.0018632,-2.7297,0.0026093,0.0098614,0.00037269,1.117,0.00013042
17713,4.7634,0.35095,0.19599,0.050037,0.0018596,-2.7306,0.0026043,0.0098377,0.00037198,1.1171,0.00013017
17892,4.7706,0.35095,0.19589,0.050037,0.0018562,-2.7314,0.0025996,0.009815,0.00037129,1.1171,0.00012993
18071,4.7774,0.35095,0.1958,0.050037,0.0018529,-2.7321,0.002595,0.0097932,0.00037064,1.1171,0.0001297
18250,4.784,0.35095,0.19571,0.050037,0.0018498,-2.7329,0.0025906,0.0097723,0.00037001,1.1171,0.00012948
