Time,Vultures,Jackals,Hyenas,Lions,Carrion,Log10Carrion,JackalRemovalRate,HyenaRemovalRate,LionRemovalRate,VultureRemovalRate,DecayRate
0,0.09,0.35,0.19,0.05,0.0017,-2.76955107862173,0.00237483236477425,0.00872645341920847,0.000339815140563533,0.0196299652774242,0.000119
2.65,0.0902089581734864,0.35296200370401,0.190042985543661,0.049987578107393,1.5996182729533,0.204016356575175,0.741069546451106,0.815929200109915,0.211554242961314,0.10563490823137,0.111973279106731
5.3,0.090420734788477,0.357029537698476,0.190105295552123,0.0499992104578353,2.07613741171973,0.317256094444572,0.810664465361522,0.835053986982912,0.249477237310765,0.105995976220314,0.145329618820381
7.95,0.0906331662333854,0.361288460884004,0.19016993903634,0.0500175821105995,2.27964891456499,0.357867967084802,0.840858836210666,0.841161927210397,0.263714000136794,0.106279013262793,0.159575424019549
10.6,0.0908461494524389,0.365595507383458,0.190235336804841,0.0500385035339986,2.36149123547446,0.373186338059176,0.85847684565706,0.843530498466498,0.269219165902798,0.106540822634573,0.165304386483212
13.25,0.0910596504152198,0.369896015295729,0.19030094314775,0.0500602479647909,2.38272515355429,0.377073949531186,0.870503576464708,0.844339313679606,0.270710249452757,0.10679420910625,0.166790760748801
15.9,0.0912736545277129,0.374163450354029,0.190366512664888,0.0500819876205493,2.37287453653794,0.375274775920781,0.879644765095792,0.844390965718963,0.270191399363133,0.107043803110695,0.166101217557656
18.55,0.0914881550083388,0.378383352572609,0.190431922357084,0.0501033039275275,2.34726741151427,0.370562569244719,0.887168340989139,0.844050139485823,0.2686405919026,0.107291691682454,0.164308718805999
21.2,0.0917031488022087,0.382547284025789,0.190497107931649,0.0501239849002708,2.31407765573557,0.364377928899032,0.893730224918668,0.843501659777477,0.26656815919844,0.107538930490108,0.16198543590149
23.85,0.0919186347963057,0.386650062603516,0.1905620356897,0.0501439279705964,2.2776822818439,0.357493143419413,0.899686879811178,0.84284449273445,0.264248225054113,0.107786086092907,0.159437759729073
26.5,0.0921346129347028,0.390688350045824,0.190626688525741,0.0501630895625025,2.24040193537902,0.350325939163666,0.905236351559329,0.842132959108683,0.261829132966165,0.108033471234108,0.156828135476531
29.15,0.0923510837484482,0.394659887666308,0.190691058484144,0.0501814579162794,2.20344009880355,0.343101248577418,0.910489649978488,0.841397139298522,0.259390728193559,0.108281260711858,0.154240806916249
31.8,0.0925680480974534,0.398563071524772,0.190755142679814,0.0501990382427153,2.1673973723295,0.335938542509865,0.915509347223067,0.840653726937797,0.256975374122464,0.108529552939229,0.151717816063065
34.45,0.0927855070272515,0.402396714290835,0.190818941041291,0.0502158446146722,2.13255309294938,0.328899852354408,0.920331104101154,0.839912007938119,0.254605024559083,0.108778403915699,0.149278716506457
37.1,0.093003461689618,0.406159911723239,0.190882455064424,0.0502318955714224,2.09901830066931,0.32201622507361,0.924975773423607,0.839177191259831,0.252290626710229,0.109027846217239,0.146931281046852
39.75,0.0932219132988906,0.409851967804952,0.190945687128734,0.0502472117612386,2.06681778283076,0.315302189544829,0.92945616991416,0.838452259104905,0.250037258504205,0.10927789959011,0.144677244798153
42.4,0.0934408631081216,0.413472352439495,0.191008640125001,0.0502618146915147,2.03593342002152,0.308763571410275,0.933780809455663,0.837738984002864,0.247846900825153,0.109528576800522,0.142515339401507
45.05,0.0936603123961127,0.417020676935528,0.191071317252891,0.0502757260727747,2.00632671086997,0.302401655092563,0.937955940210374,0.837038480113719,0.245719912733563,0.109779886818582,0.140442869760898
47.7,0.0938802624603313,0.420496679018258,0.191133721910126,0.0502889674767597,1.97795027163724,0.296215368643859,0.941986624979108,0.836351497556674,0.243655805921413,0.110031836523723,0.138456519014607
50.35,0.094100714612954,0.423900212828163,0.191195857630219,0.0503015601585403,1.95075359487934,0.290202415912996,0.945877305938786,0.835678577322993,0.241653646776475,0.110284431603674,0.136552751641554
53,0.094321670178549,0.427231241464554,0.19125772804564,0.0503135249635284,1.92468586903362,0.284359857752164,0.949632092479828,0.835020131930961,0.239712263866786,0.110537677021689,0.134728010832353
55.65,0.094543130492605,0.430489830791533,0.191319336864202,0.0503248822783399,1.89969731825534,0.278684409645866,0.953254903968824,0.834376487273974,0.23783035536873,0.110791577257102,0.132978812277874
58.3,0.0947650969004968,0.433676143852524,0.191380687852338,0.0503356520045337,1.87573980911104,0.273172595607948,0.956749538162171,0.833747904571289,0.236006545747598,0.11104613642924,0.131301786637773
60.95,0.0949875707566768,0.43679043557287,0.191441784822043,0.0503458535446319,1.8527670994696,0.267820830127184,0.960119702425442,0.833134592304042,0.234239416936934,0.111301358362533,0.129693696962872
63.6,0.0952105534239885,0.439833047602579,0.191502631619892,0.0503555057950986,1.83073491515009,0.262625464333363,0.963369026861134,0.83253671319497,0.2325275267128,0.1115572466226,0.128151444060506
66.25,0.0954340462730495,0.442804403238434,0.191563232117313,0.0503646271435901,1.80960094469624,0.257582814303448,0.966501068954141,0.831954388767658,0.230869420546236,0.111813804538294,0.126672066128736
68.9,0.0956580506816813,0.445705002407118,0.191623590201759,0.0503732354690796,1.78932479574457,0.252689180252451,0.969519314457754,0.831387702729399,0.229263640003896,0.112071035217132,0.12525273570212
71.55,0.0958825680343722,0.448535416710914,0.19168370976857,0.0503813481440946,1.76986793372473,0.247940860828212,0.972427176780711,0.8308367037741,0.227708729186802,0.112328941557632,0.123890755360731
74.2,0.0961075997217699,0.451296284545962,0.191743594713443,0.0503889820386113,1.75119361278808,0.243334164539803,0.975227995922924,0.8303014080841,0.226203239934661,0.112587526260255,0.122583552895165
